candidate_id,tsa_id,tsa_section,tsa_text,target_corpus,target_id,target_text,rank,cosine_similarity,tentative_alignment_type
CAND-00563,TSA-058,T2,Develop internal and external notification requirements and procedures,SP800-53,MA-1,"Develop, document, and disseminate a system maintenance policy and procedures.",2,0.0665,No Match
CAND-00564,TSA-058,T2,Develop internal and external notification requirements and procedures,SP800-53,IR-1,"Develop, document, and disseminate an incident response policy and procedures.",3,0.0626,No Match
CAND-00565,TSA-059,T2,Document and periodically update contact and communication information,SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",1,0.1299,Related
CAND-00566,TSA-059,T2,Document and periodically update contact and communication information,SP800-53,SI-1,"Develop, document, and disseminate a system and information integrity policy and procedures.",2,0.094,Related
CAND-00567,TSA-059,T2,Document and periodically update contact and communication information,SP800-53,SC-8,Protect the confidentiality and integrity of transmitted information.,3,0.0577,No Match
CAND-00568,TSA-060,T2,Ensure primary and alternate communication capabilities exist for reporting events,SP800-53,AU-2,Identify the types of events that the system is capable of logging in support of the audit function.,1,0.0521,No Match
CAND-00569,TSA-060,T2,Ensure primary and alternate communication capabilities exist for reporting events,SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",2,0.0483,No Match
CAND-00570,TSA-060,T2,Ensure primary and alternate communication capabilities exist for reporting events,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00571,TSA-061,T2,"Establish defined process for receiving, handling, disseminating security information",SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,1,0.0724,No Match
CAND-00572,TSA-061,T2,"Establish defined process for receiving, handling, disseminating security information",SP800-53,IR-4,"Implement an incident handling capability for security incidents that includes preparation, detection, analysis, containment, eradication, and recovery.",2,0.0608,No Match
CAND-00573,TSA-061,T2,"Establish defined process for receiving, handling, disseminating security information",SP800-53,SI-1,"Develop, document, and disseminate a system and information integrity policy and procedures.",3,0.0541,No Match
CAND-00574,TSA-062,T2,"Provide security awareness briefings including incident recognition upon hiring, every 3 years",SP800-53,AT-2,Provide security and privacy literacy training to system users as part of initial training and periodically thereafter.,1,0.1054,Related
CAND-00575,TSA-062,T2,"Provide security awareness briefings including incident recognition upon hiring, every 3 years",SP800-53,AT-1,"Develop, document, and disseminate an awareness and training policy and procedures.",2,0.069,No Match
CAND-00576,TSA-062,T2,"Provide security awareness briefings including incident recognition upon hiring, every 3 years",SP800-53,IR-8,Develop an incident response plan that provides the organization with a roadmap for implementing its incident response capability.,3,0.0551,No Match
CAND-00577,TSA-063,T2,Provide security training including incident response to assigned security personnel,SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,1,0.2547,Partial
CAND-00578,TSA-063,T2,Provide security training including incident response to assigned security personnel,SP800-53,AT-2,Provide security and privacy literacy training to system users as part of initial training and periodically thereafter.,2,0.2141,Partial
CAND-00579,TSA-063,T2,Provide security training including incident response to assigned security personnel,SP800-53,IR-8,Develop an incident response plan that provides the organization with a roadmap for implementing its incident response capability.,3,0.1956,Partial
CAND-00580,TSA-064,T2,Document security training and maintain records per company retention policy,SP800-53,AT-1,"Develop, document, and disseminate an awareness and training policy and procedures.",1,0.1303,Related
CAND-00581,TSA-064,T2,Document security training and maintain records per company retention policy,SP800-53,AT-2,Provide security and privacy literacy training to system users as part of initial training and periodically thereafter.,2,0.1015,Related
CAND-00582,TSA-064,T2,Document security training and maintain records per company retention policy,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",3,0.0912,Related
CAND-00583,TSA-065,T2,"Conduct periodic security drills or exercises, including announced/unannounced tests",SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.0614,No Match
CAND-00584,TSA-065,T2,"Conduct periodic security drills or exercises, including announced/unannounced tests",SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,2,0.0373,No Match
CAND-00585,TSA-065,T2,"Conduct periodic security drills or exercises, including announced/unannounced tests",SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",3,0.0216,No Match
CAND-00586,TSA-066,T2,Conduct or participate in annual security drill or exercise,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.0292,No Match
CAND-00587,TSA-066,T2,Conduct or participate in annual security drill or exercise,SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",2,0.0272,No Match
CAND-00588,TSA-066,T2,Conduct or participate in annual security drill or exercise,SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,3,0.027,No Match
CAND-00589,TSA-067,T2,Develop and implement written post-event report assessing drills and documenting corrections,SP800-53,SI-2,"Identify, report, and correct system flaws; test software and firmware updates before installation.",1,0.0396,No Match
CAND-00590,TSA-067,T2,Develop and implement written post-event report assessing drills and documenting corrections,SP800-53,IR-6,Require personnel to report suspected incidents to the organizational incident response capability within a defined time period.,2,0.0364,No Match
CAND-00591,TSA-067,T2,Develop and implement written post-event report assessing drills and documenting corrections,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,3,0.0358,No Match
CAND-00592,TSA-068,T2,Implement procedures for responding to security incidents or emergencies,SP800-53,IR-4,"Implement an incident handling capability for security incidents that includes preparation, detection, analysis, containment, eradication, and recovery.",1,0.1352,Related
CAND-00593,TSA-068,T2,Implement procedures for responding to security incidents or emergencies,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,2,0.1332,Related
CAND-00594,TSA-068,T2,Implement procedures for responding to security incidents or emergencies,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",3,0.0623,No Match
CAND-00595,TSA-069,T2,Post bomb threat checklists by telephones at staffed facilities,SP800-53,CM-6,Establish and document configuration settings using security configuration checklists; implement and monitor for deviations.,1,0.0596,No Match
CAND-00596,TSA-069,T2,Post bomb threat checklists by telephones at staffed facilities,SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,2,0.0,No Match
CAND-00597,TSA-069,T2,Post bomb threat checklists by telephones at staffed facilities,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00598,TSA-070,T2,Develop and document recordkeeping policies and procedures for security information,SP800-53,SI-1,"Develop, document, and disseminate a system and information integrity policy and procedures.",1,0.2121,Partial
CAND-00599,TSA-070,T2,Develop and document recordkeeping policies and procedures for security information,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",2,0.1776,Related
CAND-00600,TSA-070,T2,Develop and document recordkeeping policies and procedures for security information,SP800-53,MA-1,"Develop, document, and disseminate a system maintenance policy and procedures.",3,0.1629,Related
CAND-00601,TSA-071,T2,Retain corporate security plan until superseded or replaced,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,1,0.0505,No Match
CAND-00602,TSA-071,T2,Retain corporate security plan until superseded or replaced,SP800-53,IR-8,Develop an incident response plan that provides the organization with a roadmap for implementing its incident response capability.,2,0.0434,No Match
CAND-00603,TSA-071,T2,Retain corporate security plan until superseded or replaced,SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,3,0.0304,No Match
CAND-00604,TSA-072,T2,Retain criticality assessment documents until superseded or replaced,SP800-53,RA-1,"Develop, document, and disseminate a risk assessment policy and procedures.",1,0.0665,No Match
CAND-00605,TSA-072,T2,Retain criticality assessment documents until superseded or replaced,SP800-53,CA-1,"Develop, document, and disseminate an assessment, authorization, and monitoring policy and procedures.",2,0.0571,No Match
CAND-00606,TSA-072,T2,Retain criticality assessment documents until superseded or replaced,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,3,0.0448,No Match
CAND-00607,TSA-073,T2,Retain training records until superseded or replaced,SP800-53,AT-2,Provide security and privacy literacy training to system users as part of initial training and periodically thereafter.,1,0.1108,Related
CAND-00608,TSA-073,T2,Retain training records until superseded or replaced,SP800-53,AT-1,"Develop, document, and disseminate an awareness and training policy and procedures.",2,0.0822,Related
CAND-00609,TSA-073,T2,Retain training records until superseded or replaced,SP800-53,AU-6,Review and analyze system audit records for indications of inappropriate or unusual activity.,3,0.0679,No Match
CAND-00610,TSA-074,T2,Retain security drill reports until superseded or replaced,SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,1,0.0284,No Match
CAND-00611,TSA-074,T2,Retain security drill reports until superseded or replaced,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",2,0.0265,No Match
CAND-00612,TSA-074,T2,Retain security drill reports until superseded or replaced,SP800-53,PL-1,"Develop, document, and disseminate a security and privacy planning policy and procedures.",3,0.0237,No Match
CAND-00613,TSA-075,T2,Retain SVAs until superseded or replaced for critical facilities,SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,1,0.0,No Match
CAND-00614,TSA-075,T2,Retain SVAs until superseded or replaced for critical facilities,SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,2,0.0,No Match
CAND-00615,TSA-075,T2,Retain SVAs until superseded or replaced for critical facilities,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00616,TSA-076,T2,Retain site-specific measures until superseded or replaced for critical facilities,SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,1,0.0,No Match
CAND-00617,TSA-076,T2,Retain site-specific measures until superseded or replaced for critical facilities,SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,2,0.0,No Match
CAND-00618,TSA-076,T2,Retain site-specific measures until superseded or replaced for critical facilities,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00619,TSA-077,T2,Make security information records available to TSA upon request,SP800-53,SI-1,"Develop, document, and disseminate a system and information integrity policy and procedures.",1,0.059,No Match
CAND-00620,TSA-077,T2,Make security information records available to TSA upon request,SP800-53,AU-6,Review and analyze system audit records for indications of inappropriate or unusual activity.,2,0.0549,No Match
CAND-00621,TSA-077,T2,Make security information records available to TSA upon request,SP800-53,SC-8,Protect the confidentiality and integrity of transmitted information.,3,0.0542,No Match
CAND-00622,TSA-078,T2,Conduct outreach to nearby law enforcement agencies,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.0281,No Match
CAND-00623,TSA-078,T2,Conduct outreach to nearby law enforcement agencies,SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",2,0.0262,No Match
CAND-00624,TSA-078,T2,Conduct outreach to nearby law enforcement agencies,SP800-53,CP-9,"Conduct backups of user-level and system-level information and system documentation, protecting confidentiality, integrity, and availability.",3,0.024,No Match
CAND-00625,TSA-079,T2,Conduct outreach to neighboring businesses to coordinate security efforts,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.0269,No Match
CAND-00626,TSA-079,T2,Conduct outreach to neighboring businesses to coordinate security efforts,SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",2,0.025,No Match
CAND-00627,TSA-079,T2,Conduct outreach to neighboring businesses to coordinate security efforts,SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,3,0.0248,No Match
CAND-00628,TSA-080,T2,Conduct outreach to neighboring residences for facility security awareness,SP800-53,AT-1,"Develop, document, and disseminate an awareness and training policy and procedures.",1,0.0808,Related
CAND-00629,TSA-080,T2,Conduct outreach to neighboring residences for facility security awareness,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,2,0.0685,No Match
CAND-00630,TSA-080,T2,Conduct outreach to neighboring residences for facility security awareness,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",3,0.0281,No Match
CAND-00631,TSA-081,7.2,Evaluate pipeline cyber assets and classify as critical or non-critical,SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,1,0.0,No Match
CAND-00632,TSA-081,7.2,Evaluate pipeline cyber assets and classify as critical or non-critical,SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,2,0.0,No Match
CAND-00633,TSA-081,7.2,Evaluate pipeline cyber assets and classify as critical or non-critical,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00634,TSA-082,T3,Establish and document policies and procedures for configuration information assessment,SP800-53,CM-6,Establish and document configuration settings using security configuration checklists; implement and monitor for deviations.,1,0.2279,Partial
CAND-00635,TSA-082,T3,Establish and document policies and procedures for configuration information assessment,SP800-53,CM-1,"Develop, document, and disseminate a configuration management policy and procedures.",2,0.1605,Related
CAND-00636,TSA-082,T3,Establish and document policies and procedures for configuration information assessment,SP800-53,RA-1,"Develop, document, and disseminate a risk assessment policy and procedures.",3,0.134,Related
CAND-00637,TSA-083,T3,Track changes made to pipeline cyber assets and assess patch/upgrade impacts,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,1,0.043,No Match
CAND-00638,TSA-083,T3,Track changes made to pipeline cyber assets and assess patch/upgrade impacts,SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,2,0.0411,No Match
CAND-00639,TSA-083,T3,Track changes made to pipeline cyber assets and assess patch/upgrade impacts,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00640,TSA-084,T3,Employ mechanisms to maintain accurate inventory and detect unauthorized components,SP800-53,CM-8,Develop and document an inventory of system components that accurately reflects the current system.,1,0.1368,Related
CAND-00641,TSA-084,T3,Employ mechanisms to maintain accurate inventory and detect unauthorized components,SP800-53,SI-4,"Monitor the system to detect attacks, indicators of potential attacks, and unauthorized connections.",2,0.0859,Related
CAND-00642,TSA-084,T3,Employ mechanisms to maintain accurate inventory and detect unauthorized components,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,3,0.0544,No Match
CAND-00643,TSA-085,T3,Develop and maintain comprehensive network/system architecture diagrams,SP800-53,PL-2,Develop security and privacy plans for the system that are consistent with the organization's enterprise architecture.,1,0.1027,Related
CAND-00644,TSA-085,T3,Develop and maintain comprehensive network/system architecture diagrams,SP800-53,CM-2,"Develop, document, and maintain a current baseline configuration of the system.",2,0.0781,No Match
CAND-00645,TSA-085,T3,Develop and maintain comprehensive network/system architecture diagrams,SP800-53,MA-1,"Develop, document, and disseminate a system maintenance policy and procedures.",3,0.0306,No Match
CAND-00646,TSA-086,T3,"Review network connections periodically, including remote and third-party connections",SP800-53,SI-4,"Monitor the system to detect attacks, indicators of potential attacks, and unauthorized connections.",1,0.1059,Related
CAND-00647,TSA-086,T3,"Review network connections periodically, including remote and third-party connections",SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",2,0.0689,No Match
CAND-00648,TSA-086,T3,"Review network connections periodically, including remote and third-party connections",SP800-53,AT-2,Provide security and privacy literacy training to system users as part of initial training and periodically thereafter.,3,0.043,No Match
CAND-00649,TSA-087,T3,Develop detailed inventory for every endpoint,SP800-53,CM-8,Develop and document an inventory of system components that accurately reflects the current system.,1,0.1252,Related
CAND-00650,TSA-087,T3,Develop detailed inventory for every endpoint,SP800-53,MA-1,"Develop, document, and disseminate a system maintenance policy and procedures.",2,0.0379,No Match
CAND-00651,TSA-087,T3,Develop detailed inventory for every endpoint,SP800-53,IR-1,"Develop, document, and disseminate an incident response policy and procedures.",3,0.0357,No Match
CAND-00652,TSA-088,T3,Review and assess pipeline cyber asset classification every 12 months,SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,1,0.0794,No Match
CAND-00653,TSA-088,T3,Review and assess pipeline cyber asset classification every 12 months,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,2,0.0487,No Match
CAND-00654,TSA-088,T3,Review and assess pipeline cyber asset classification every 12 months,SP800-53,AU-6,Review and analyze system audit records for indications of inappropriate or unusual activity.,3,0.0342,No Match
CAND-00655,TSA-089,T3,Ensure non-critical asset changes to control operations trigger critical asset designation,SP800-53,SC-7,Monitor and control communications at external and key internal managed interfaces of the system.,1,0.0275,No Match
CAND-00656,TSA-089,T3,Ensure non-critical asset changes to control operations trigger critical asset designation,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,2,0.0271,No Match
CAND-00657,TSA-089,T3,Ensure non-critical asset changes to control operations trigger critical asset designation,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,3,0.0254,No Match
CAND-00658,TSA-090,T3,"Establish and distribute cybersecurity policies, plans, processes, supporting procedures",SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,1,0.0737,No Match
CAND-00659,TSA-090,T3,"Establish and distribute cybersecurity policies, plans, processes, supporting procedures",SP800-53,PL-2,Develop security and privacy plans for the system that are consistent with the organization's enterprise architecture.,2,0.0598,No Match
CAND-00660,TSA-090,T3,"Establish and distribute cybersecurity policies, plans, processes, supporting procedures",SP800-53,IA-2,Uniquely identify and authenticate organizational users and associate that identity with processes acting on behalf of users.,3,0.0418,No Match
CAND-00661,TSA-091,T3,"Review and assess cybersecurity policies regularly, not to exceed 36 months",SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,1,0.0815,Related
CAND-00662,TSA-091,T3,"Review and assess cybersecurity policies regularly, not to exceed 36 months",SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,2,0.05,No Match
CAND-00663,TSA-091,T3,"Review and assess cybersecurity policies regularly, not to exceed 36 months",SP800-53,AU-6,Review and analyze system audit records for indications of inappropriate or unusual activity.,3,0.0351,No Match
CAND-00664,TSA-092,T3,"Review and assess cybersecurity policies regularly, not to exceed 12 months for enhanced",SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,1,0.0759,No Match
CAND-00665,TSA-092,T3,"Review and assess cybersecurity policies regularly, not to exceed 12 months for enhanced",SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,2,0.0466,No Match
CAND-00666,TSA-092,T3,"Review and assess cybersecurity policies regularly, not to exceed 12 months for enhanced",SP800-53,AU-6,Review and analyze system audit records for indications of inappropriate or unusual activity.,3,0.0327,No Match
CAND-00667,TSA-093,T3,"Develop operational framework for coordination, communication, accountability",SP800-53,AU-1,"Develop, document, and disseminate an audit and accountability policy and procedures.",1,0.1295,Related
CAND-00668,TSA-093,T3,"Develop operational framework for coordination, communication, accountability",SP800-53,MA-1,"Develop, document, and disseminate a system maintenance policy and procedures.",2,0.0295,No Match
CAND-00669,TSA-093,T3,"Develop operational framework for coordination, communication, accountability",SP800-53,IR-1,"Develop, document, and disseminate an incident response policy and procedures.",3,0.0278,No Match
CAND-00670,TSA-094,T3,Establish process to identify and evaluate vulnerabilities and compensating controls,SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,1,0.2572,Partial
CAND-00671,TSA-094,T3,Establish process to identify and evaluate vulnerabilities and compensating controls,SP800-53,RA-5,Monitor and scan for vulnerabilities in the system and hosted applications; remediate legitimate vulnerabilities.,2,0.1361,Related
CAND-00672,TSA-094,T3,Establish process to identify and evaluate vulnerabilities and compensating controls,SP800-53,AU-2,Identify the types of events that the system is capable of logging in support of the audit function.,3,0.0454,No Match
CAND-00673,TSA-095,T3,Ensure threat and vulnerability information from sharing forums available to responsible personnel,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",1,0.0564,No Match
CAND-00674,TSA-095,T3,Ensure threat and vulnerability information from sharing forums available to responsible personnel,SP800-53,SI-1,"Develop, document, and disseminate a system and information integrity policy and procedures.",2,0.0488,No Match
CAND-00675,TSA-095,T3,Ensure threat and vulnerability information from sharing forums available to responsible personnel,SP800-53,SC-8,Protect the confidentiality and integrity of transmitted information.,3,0.0449,No Match
CAND-00676,TSA-096,T3,Establish and enforce unique accounts for each individual user and administrator,SP800-53,AC-3,Enforce approved authorizations for logical access to information and system resources.,1,0.0628,No Match
CAND-00677,TSA-096,T3,Establish and enforce unique accounts for each individual user and administrator,SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",2,0.062,No Match
CAND-00678,TSA-096,T3,Establish and enforce unique accounts for each individual user and administrator,SP800-53,CP-9,"Conduct backups of user-level and system-level information and system documentation, protecting confidentiality, integrity, and availability.",3,0.0425,No Match
CAND-00679,TSA-097,T3,Restrict user physical access to control systems using appropriate controls,SP800-53,PE-3,Enforce physical access authorizations at defined entry/exit points; maintain physical access audit logs.,1,0.1954,Partial
CAND-00680,TSA-097,T3,Restrict user physical access to control systems using appropriate controls,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,2,0.1797,Related
CAND-00681,TSA-097,T3,Restrict user physical access to control systems using appropriate controls,SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",3,0.1089,Related
CAND-00682,TSA-098,T3,"Employ stringent identity and access management practices (authenticators, passwords)",SP800-53,IA-5,"Manage system authenticators by verifying identity, establishing initial content, changing default authenticators, and refreshing authenticators.",1,0.1753,Related
CAND-00683,TSA-098,T3,"Employ stringent identity and access management practices (authenticators, passwords)",SP800-53,CM-1,"Develop, document, and disseminate a configuration management policy and procedures.",2,0.0695,No Match
CAND-00684,TSA-098,T3,"Employ stringent identity and access management practices (authenticators, passwords)",SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0569,No Match
CAND-00685,TSA-099,T3,"Expeditiously modify, delete, or deactivate user accounts for terminated personnel",SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",1,0.0575,No Match
CAND-00686,TSA-099,T3,"Expeditiously modify, delete, or deactivate user accounts for terminated personnel",SP800-53,CP-9,"Conduct backups of user-level and system-level information and system documentation, protecting confidentiality, integrity, and availability.",2,0.0381,No Match
CAND-00687,TSA-099,T3,"Expeditiously modify, delete, or deactivate user accounts for terminated personnel",SP800-53,IR-6,Require personnel to report suspected incidents to the organizational incident response capability within a defined time period.,3,0.0326,No Match
CAND-00688,TSA-100,T3,Establish and enforce access control policies for local and remote users,SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",1,0.1173,Related
CAND-00689,TSA-100,T3,Establish and enforce access control policies for local and remote users,SP800-53,IA-2,Uniquely identify and authenticate organizational users and associate that identity with processes acting on behalf of users.,2,0.0999,Related
CAND-00690,TSA-100,T3,Establish and enforce access control policies for local and remote users,SP800-53,AC-3,Enforce approved authorizations for logical access to information and system resources.,3,0.0919,Related
CAND-00691,TSA-101,T3,Implement controls for approving and enforcing policy for remote/third-party connections,SP800-53,SI-4,"Monitor the system to detect attacks, indicators of potential attacks, and unauthorized connections.",1,0.0562,No Match
CAND-00692,TSA-101,T3,Implement controls for approving and enforcing policy for remote/third-party connections,SP800-53,MA-1,"Develop, document, and disseminate a system maintenance policy and procedures.",2,0.0393,No Match
CAND-00693,TSA-101,T3,Implement controls for approving and enforcing policy for remote/third-party connections,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,3,0.0387,No Match
CAND-00694,TSA-102,T3,Monitor physical and remote user access to critical pipeline cyber assets,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,1,0.2368,Partial
CAND-00695,TSA-102,T3,Monitor physical and remote user access to critical pipeline cyber assets,SP800-53,PE-3,Enforce physical access authorizations at defined entry/exit points; maintain physical access audit logs.,2,0.1152,Related
CAND-00696,TSA-102,T3,Monitor physical and remote user access to critical pipeline cyber assets,SP800-53,PE-1,"Develop, document, and disseminate a physical and environmental protection policy and procedures.",3,0.064,No Match
CAND-00697,TSA-103,T3,Ensure appropriate segregation of duties in place or apply compensating controls,SP800-53,SA-8,"Apply security and privacy engineering principles in the specification, design, development, implementation, and modification of the system.",1,0.0577,No Match
CAND-00698,TSA-103,T3,Ensure appropriate segregation of duties in place or apply compensating controls,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,2,0.0376,No Match
CAND-00699,TSA-103,T3,Ensure appropriate segregation of duties in place or apply compensating controls,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00700,TSA-104,T3,Change all default passwords upon installation or implement compensating controls,SP800-53,SI-2,"Identify, report, and correct system flaws; test software and firmware updates before installation.",1,0.0647,No Match
CAND-00701,TSA-104,T3,Change all default passwords upon installation or implement compensating controls,SP800-53,IA-5,"Manage system authenticators by verifying identity, establishing initial content, changing default authenticators, and refreshing authenticators.",2,0.05,No Match
CAND-00702,TSA-104,T3,Change all default passwords upon installation or implement compensating controls,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,3,0.0409,No Match
CAND-00703,TSA-105,T3,Employ mechanisms to support management of accounts,SP800-53,CM-1,"Develop, document, and disseminate a configuration management policy and procedures.",1,0.091,Related
CAND-00704,TSA-105,T3,Employ mechanisms to support management of accounts,SP800-53,AU-2,Identify the types of events that the system is capable of logging in support of the audit function.,2,0.0844,Related
CAND-00705,TSA-105,T3,Employ mechanisms to support management of accounts,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0745,No Match
CAND-00706,TSA-106,T3,Ensure all persons requiring access receive cybersecurity awareness training,SP800-53,AT-1,"Develop, document, and disseminate an awareness and training policy and procedures.",1,0.2298,Partial
CAND-00707,TSA-106,T3,Ensure all persons requiring access receive cybersecurity awareness training,SP800-53,AT-2,Provide security and privacy literacy training to system users as part of initial training and periodically thereafter.,2,0.0808,Related
CAND-00708,TSA-106,T3,Ensure all persons requiring access receive cybersecurity awareness training,SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,3,0.0536,No Match
CAND-00709,TSA-107,T3,Provide role-based security training on recognizing indicators of system compromise,SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,1,0.3504,Direct
CAND-00710,TSA-107,T3,Provide role-based security training on recognizing indicators of system compromise,SP800-53,AT-2,Provide security and privacy literacy training to system users as part of initial training and periodically thereafter.,2,0.1355,Related
CAND-00711,TSA-107,T3,Provide role-based security training on recognizing indicators of system compromise,SP800-53,CP-10,"Provide for the recovery and reconstitution of the system to a known state after a disruption, compromise, or failure.",3,0.1074,Related
CAND-00712,TSA-108,T3,Establish and execute cyber-threat awareness program including practical exercises,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,1,0.1437,Related
CAND-00713,TSA-108,T3,Establish and execute cyber-threat awareness program including practical exercises,SP800-53,AT-1,"Develop, document, and disseminate an awareness and training policy and procedures.",2,0.0681,No Match
CAND-00714,TSA-108,T3,Establish and execute cyber-threat awareness program including practical exercises,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",3,0.0391,No Match
CAND-00715,TSA-109,T3,Establish and implement policies and procedures for data protection measures,SP800-53,SC-1,"Develop, document, and disseminate a system and communications protection policy and procedures.",1,0.1211,Related
CAND-00716,TSA-109,T3,Establish and implement policies and procedures for data protection measures,SP800-53,MP-1,"Develop, document, and disseminate a media protection policy and procedures.",2,0.1211,Related
CAND-00717,TSA-109,T3,Establish and implement policies and procedures for data protection measures,SP800-53,PE-1,"Develop, document, and disseminate a physical and environmental protection policy and procedures.",3,0.1076,Related
